teff,ra_x,dec_x,parallax,pmra,pmdec,g_mag,b_mag,r_mag,br_col,L,B
5942.23,54.11063922043,20.50751275247,2.4501,6.201,-9.341,13.029839,13.450488,12.447564,0.420648999999999,167.230468227793,-27.8376163553168
5878.67,145.70481983153,-5.94920314846,2.567,2.421,-10.385,12.528976,12.894162,12.024462,0.365186,241.716735899525,33.6893961631326
6075.63,249.34432574645,40.7853808737,2.0676,2.299,9.039,12.383579,12.679029,11.933339,0.295450000000001,64.687495170091,42.0624887341778
5409.85,51.1015363137,14.70401994309,1.7835,27.564,-9.098,14.520471,14.990028,13.872065,0.469557,169.223856624695,-34.081139749196
5390.1,106.90658920214,13.87986661239,1.9393,-2.007,-18.861,13.838548,14.248393,13.278984,0.409845000000001,202.273224259385,9.80891722950285
5938.45,136.91761766115,23.23532088277,0.6499,-6.494,-9.33,15.313184,15.620462,14.828543,0.307278,204.234693415249,39.6344324295533
5190.08,129.75675257752,21.77407785842,1.6644,-4.009,-6.959,14.481763,14.944685,13.876143,0.462921999999999,203.433170300289,32.8911102093162
4697.46,168.04633866375,9.75895740261,2.9302,-21.975,-2.725,14.673073,15.284291,13.913726,0.611217999999999,244.79266320661,60.8593312591502
5777.72,262.86632012612,9.25982405618,1.8322,9.961,-20.465,13.105473,13.498218,12.552977,0.392745,32.2732224293318,21.9441024903431
6145.09,349.24005555905,36.39684516806,0.9712,-4.013,-12.164,13.332233,13.670497,12.829518,0.338263999999999,102.471341238528,-22.6929719871609
6315.66,111.61782970496,56.02864541526,2.5448,12.924,-17.05,11.629371,11.91872,11.18607,0.289349,161.231931277691,26.9928063941336
5508.402,152.14404226097,26.83228773567,0.9542,2.369,-6.654,15.398558,15.812668,14.826686,0.414110000000001,203.823678989853,53.8782323691555
5413.47,85.12099793048,42.54522056348,0.9325,2.278,-2.718,13.924774,14.477912,13.230033,0.553138000000001,167.833260764591,6.23182128065201
4433.5,260.46885509515,-55.74292119739,0.5788,0.116,-4.365,11.974414,12.746873,11.136023,0.772459000000001,334.91825255484,-10.7221659678056
4787.53,358.00942341557,38.94346970517,0.5377,-7.184,1.056,12.182401,12.825125,11.429284,0.642723999999999,110.473135486233,-22.4869575763199
4951.49,95.46632471995,10.44033217415,0.2104,-0.653,0.603,14.67107,15.500164,13.767223,0.829094,200.277040743257,-1.71888075620866
6454.27,72.97662115374,26.88113522948,1.2738,0.79,-3.737,13.453284,14.135525,12.651068,0.682240999999999,174.894108732357,-10.9140078200813
5303.2,205.43038660422,-3.21472708374,2.7898,-27.574,23.974,10.099834,10.540866,9.524324,0.441032,326.664926060778,57.3216771021143
6345.62,17.01073536751,1.33561838144,3.7941,-14.569,-26.876,10.961794,11.232975,10.562726,0.271181,131.587437651177,-61.2567630976632
6117.19,95.66334726501,48.17289274749,1.0095,-9.104,0.791,12.237756,12.584451,11.735388,0.346695,166.265783422807,15.3926906070848
7007.52,290.97853532317,40.0516212261,1.627,4.874,0.049,10.919071,11.120577,10.603616,0.201506,72.3104479128877,11.3733505697464
6392.22,82.86035476314,17.47459788591,3.9689,10.568,-13.13,10.647432,10.966447,10.185556,0.319015,188.035215723966,-8.82458164774184
7211.77,342.17979730158,50.07441977527,0.4109,-3.842,-1.777,13.8056,14.038195,13.417653,0.232595,103.614718140081,-8.13788561811504
5035.39,82.02880232402,40.26630415088,0.4537,1.765,-2,14.716377,15.594827,13.782015,0.878450000000001,168.50833426948,3.05110057435387
4691.41,224.2373692401,-0.87066992286,0.3464,5.259,-5.528,13.124952,13.687775,12.424907,0.562823,355.204723991783,48.8345796280231
4387.07,138.94578592802,3.23345139771,0.7841,-12.228,-4.049,11.863791,12.508117,11.11897,0.644326,228.048190478283,33.3046618736839
5689.42,193.97480856748,45.28040670096,3.7898,-50.878,-10.9,11.827131,12.172089,11.332531,0.344958,120.415145256248,71.8260358627643
5756.13,66.30592418856,38.37902627642,0.8504,0.032,-11.211,15.995189,16.807878,15.107139,0.812688999999999,162.375536489466,-7.60931986108018
5818.36,162.79980027364,28.83332396726,2.2423,-83.466,-54.383,12.388515,12.69666,11.926269,0.308145,202.16046293134,63.469552290071
5759.27,346.9674346157,26.70756766609,0.9659,-9.362,-9.587,13.958699,14.346588,13.416279,0.387889000000001,95.9575724145914,-30.6834155631487
4671.43,118.24072770314,29.77603515641,1.2104,-6.427,-1.292,15.840641,16.43927,15.098105,0.598629000000001,190.998032625185,25.5527014056074
5687.22,86.01170818879,32.33996902117,0.9387,0.147,4.258,16.204279,16.796701,15.465093,0.592421999999999,176.920316284218,1.48927526381407
6406.65,116.20710961691,18.79263991096,0.3038,-2.395,-0.831,15.278694,15.521702,14.871618,0.243008,201.453138475667,19.9622483263272
5137.85,273.10863042668,49.7348276784,2.2315,-25.374,-26.379,13.978915,14.467953,13.35195,0.489037999999999,77.5795382064723,26.4467349667008
6258.39,335.79375506987,34.01165953472,0.5346,-6.174,-5.927,15.130105,15.436291,14.657339,0.306186,90.9278368374833,-19.4880162875289
6431,204.4688848112,-10.25426795817,3.7183,-20.059,-21.399,10.190027,10.42816,9.828814,0.238132999999999,321.255240297574,50.9579192976687
4443.4,73.9327130478,48.34615353115,3.6658,-1.945,-22.088,14.315487,15.020789,13.504936,0.705302000000001,158.563950956211,3.12933750383469
5956.03,45.35987191659,7.60852321973,0.5502,11.092,-2.966,16.064571,16.53236,15.428093,0.467789,169.794751713934,-43.1273808540915
5978.02,291.8921960238,44.16441384698,1.5088,-5.887,-16.722,12.583314,12.905965,12.113822,0.322651,76.3950575086136,12.5599390023278
5644.96,230.10244845732,44.03920355291,2.858,-4.607,7.974,12.686405,13.017818,12.181314,0.331413,72.3611578454566,55.7196523371519
5763.58,315.75038080436,13.17714006473,1.1714,-0.516,-6.195,14.136831,14.526016,13.598119,0.389184999999999,61.4353423114784,-21.5077839753639
6531.63,306.93186043455,48.06737325115,1.8448,3.167,-8.344,12.286044,12.647629,11.76604,0.361585,85.1246434238724,5.54524414158315
4843.27,119.32776892932,28.66644813321,0.366,2.05,-1.969,12.580341,13.119209,11.913324,0.538867999999999,192.496634535068,26.1110884240526
6841.81,130.99376875288,-4.61599628243,2.4856,2.017,0.366,10.826693,11.028064,10.487458,0.201371,230.952047675215,22.4332729153363
5260.92,331.08207640907,38.82806780225,0.5921,-7.759,-9.466,14.700301,15.19272,14.056561,0.492419,90.6919013214612,-13.3645832460864
7314.44,134.68279582521,22.56535429884,0.5,4.493,-10.366,13.403132,13.568481,13.114367,0.165349000000001,204.273103734848,37.4697242255891
6432.5,251.48725818583,53.55731973273,0.6301,-13.047,-3.53,14.444403,14.699789,14.029877,0.255386000000001,81.5153855013199,39.9440901779575
6583.38,343.30738874871,55.17584898441,0.9284,-0.212,-6.76,13.415217,13.823345,12.8367,0.408128,106.534124874981,-3.88750031386198
6657.88,323.88152124078,-5.18527341573,2.6104,7.655,2.666,11.191579,11.430838,10.827814,0.239258999999999,49.0849842609523,-38.5328198366991
5425.802,83.20928760225,62.86735687336,0.9884,6.65,-1.447,16.12992,16.65444,15.457709,0.524520000000003,149.417386712989,15.6235634239444
4938.81,145.34296551881,-7.73264494214,0.7573,-15.722,-10.066,12.777313,13.29337,12.1241,0.516057,243.108108207436,32.2936944326325
6378.3,80.68832197551,-18.96736493916,1.9361,-5.797,5.321,11.413428,11.642204,11.050806,0.228776,221.153523829224,-27.7640364892702
4653.3,310.33632023187,-5.92047135017,1.0305,-12.181,-18.134,16.009611,16.61201,15.264842,0.602399000000002,40.5139147557661,-27.0955082993541
5694.72,326.85259919537,6.60064797675,1.7227,-4.007,-2.094,14.300459,14.690175,13.74312,0.389716,63.1904573259631,-34.1698923344656
5430.29,42.1951273585,24.03195916843,0.7366,4.881,-6.242,14.984122,15.568936,14.264062,0.584814000000001,154.596509524575,-31.5276336560345
4186.79,235.61805908223,52.79412983983,0.4165,-7.651,6.86,11.133048,11.848315,10.342704,0.715266999999999,83.9014480548757,49.3148894178797
4922.77,82.22204506382,34.47716775612,0.3956,-0.079,-1.202,14.530614,15.635892,13.476628,1.105278,173.416449802742,-0.0263371148231349
5771.34,349.93138575195,45.58788394915,1.8964,-26.587,-11.631,13.683147,14.145316,13.066931,0.462168999999999,106.587260483727,-14.3532376227334
6234.01,311.52412368951,37.62120367517,0.9106,-5.679,-2.534,13.973804,14.446521,13.340091,0.472717000000001,78.8061333002058,-3.42782073290755
4306.2,115.8184213829,-55.65307799057,0.659,-0.869,4.267,10.842769,11.704215,9.95928,0.861445999999999,268.179175190987,-15.2999411643817
6631.53,45.34264849619,33.74899970806,1.7776,6.727,-7.017,11.87585,12.196534,11.400636,0.320684,151.672614998875,-21.7716076222284
6367.99,43.86298699896,27.50611861226,1.4275,10.418,0.152,13.034378,13.359798,12.545969,0.325419999999999,154.020529199761,-27.776074288151
5692.64,265.42431996336,11.14720183616,0.6268,-7.322,-4.168,15.303006,15.724807,14.711445,0.421801,35.2575007927878,20.4743723119451
4175.89,154.95712371979,29.51785185051,1.0676,-14.457,-16.294,16.641876,17.366272,15.828194,0.724395999999999,199.73083872135,56.6953582294274
6284.04,323.04299136676,51.23572485743,0.9948,-11.672,0.76,14.355536,14.875491,13.636648,0.519955,94.3544628970844,-0.229589379382665
6353.96,323.44771202394,-1.15766648046,0.9368,0.835,-6.074,13.329828,13.603901,12.909541,0.274073000000001,53.0840602935658,-36.0249062648557
5250.45,220.55917504719,28.5460681542,0.7095,-9.84,3.481,16.203342,16.631588,15.627612,0.428246000000001,42.7478912183268,65.5187707642576
4475.5,105.77731485445,14.6529987025,0.2504,1.041,-1.553,13.343688,14.006527,12.57811,0.662839,201.085066108261,9.15918563099833
6407.24,204.94906129796,33.96949618452,0.4178,-3.819,-22.141,15.110055,15.330029,14.723297,0.219974000000001,69.2132940629994,77.556769251846
4890.25,122.07378545486,1.17437019526,0.4225,-3.935,-1.291,12.674491,13.206914,12.008176,0.532423,220.878907620293,17.5886576977433
5347.03,20.13020360444,19.09862453839,1.2805,4.112,-2.176,12.007282,12.462179,11.413201,0.454897000000001,132.38040141445,-43.2389319093595
5961.39,32.2580892568,39.39571537675,1.2005,2.18,-20.937,13.76098,14.068188,13.292715,0.307207999999999,138.896253776135,-21.0585313470488
5174.071,244.28804858101,32.04897242823,0.5722,0.944,2.023,17.160513,17.632267,16.546595,0.471753999999997,52.172484289767,45.4218820442888
6158.88,50.7782345239,47.56839982417,0.6382,2.076,-5.009,14.459809,14.953509,13.80508,0.4937,147.677795160579,-7.88337661552504
4350.657,296.03277752455,77.39003877003,1.095,-0.381,20.905,18.122946,18.887447,17.28747,0.764501000000003,109.516554244321,23.6222862578068
5819.709,335.05218200828,40.75230862911,0.5138,-2.446,-2.216,17.353033,17.787146,16.742863,0.434113,94.3928814633671,-13.5921187578469
5573.49,209.24194658939,2.78652770286,3.5289,-31.876,-45.186,12.113075,12.491093,11.593123,0.378017999999999,338.518654724127,61.046499497443
6159.31,291.18766079489,44.50120592816,1.1526,1.159,-1.701,13.596041,13.899076,13.137288,0.303035000000001,76.484105856643,13.1598158857033
5637.74,343.24609467044,31.07631419367,0.5267,5.156,-1.526,15.80684,16.193052,15.266266,0.386212000000002,95.0197020943894,-25.2977048272495
4296.87,46.84244917822,34.37231714495,1.8329,9.177,-9.651,15.614008,16.402903,14.755414,0.788894999999998,152.458659314507,-20.5904648276522
6502.64,102.55674445247,52.89805775171,0.7455,-3.658,-8.392,13.633292,13.894471,13.21246,0.261178999999998,163.232914758882,21.1517512851658
5785.76,154.30175070964,20.63739059411,1.2104,-62.008,-32.177,14.284379,14.55932,13.8404,0.274941,214.896726048234,54.2924315356806
4650.65,340.18663925086,56.98875929825,0.4565,-5.726,-2.677,12.695825,13.551463,11.794918,0.855638000000001,105.822033607065,-1.47695654627902
4463.05,131.58104580889,1.77806888653,2.266,-21.517,-10.186,15.164218,15.790521,14.408079,0.626303,225.249835900547,26.2078903029761
5437.13,30.36222797776,28.86547400413,0.4562,-0.181,-3.987,15.415825,15.803966,14.85961,0.388141000000001,140.934555728386,-31.5470732100937
5865.14,88.01442227347,22.15137656471,0.8592,3.442,-2.55,14.645573,15.126698,14.004319,0.481124999999999,186.564885491598,-2.24997528269871
6122.97,16.31551773579,3.15978521339,1.0277,20.146,-1.409,13.054302,13.317597,12.577936,0.263294999999999,129.748746173782,-59.5288680333957
6679.94,122.41425949101,10.56635677065,1.7251,-4.296,0.296,11.536556,11.746501,11.189964,0.209945000000001,212.117551121667,22.1139928664344
5912.82,265.38104353135,-2.39116554538,2.1538,-1.175,5.563,12.789704,13.297603,12.134546,0.507899,22.5867406468302,14.3620323463422
5037.29,110.05988662509,-0.24796447846,0.6145,0.832,-1.228,13.93081,14.462158,13.264774,0.531348000000001,216.450593676658,6.29092673597389
5051.04,6.9559446311,38.22876399781,0.5064,-2.2,-0.268,13.924832,14.415577,13.286243,0.490745,117.841521513899,-24.4094727611761
4713.67,263.29298965083,7.6167468335,1.5813,-22.204,-33.893,11.289391,11.946604,10.538801,0.657213,30.8839142498239,20.8465632731078
5052.8,209.28658425168,-54.21104490752,1.1086,-4.042,-4.662,10.316014,11.037712,9.515567,0.721698000000002,312.532566592064,7.43131515420643
5527.56,262.43315156371,36.2585312472,0.6107,2.236,-8.208,14.836052,15.228919,14.279803,0.392866999999999,60.7100161364384,31.3418680531554
4237.81,82.04383780496,7.87651888277,7.489,57.064,2.053,12.780484,13.505824,11.973562,0.725340000000001,195.966207698415,-14.5246764746021
4831.06,70.08769210269,29.09508499545,0.2349,2.783,-2.155,14.6543,15.784483,13.604673,1.130183,171.501713378613,-11.4918775535764
5661.53,252.87574031167,40.09681833806,0.8088,-18.893,-12.639,14.697129,15.01271,14.217,0.315581,63.9819286363088,39.3402697569265
6398.11,319.44145738714,15.32084519345,1.8438,14.166,-0.382,11.843255,12.114869,11.420013,0.271614000000001,65.6346949495248,-23.0214947989458
4306.11,190.1025075914,34.11413243272,1.5551,-13.937,-20.823,16.122122,16.729443,15.390562,0.607320999999999,141.000895162583,82.6232241319022
6021.25,152.26067135553,24.48333681847,1.4496,-17.96,-5.88,13.565641,13.861474,13.107555,0.295833,207.746488473979,53.510376457665
4330.76,219.99324171706,19.2714151304,2.5959,5.342,12.757,15.363364,16.067701,14.553594,0.704336999999999,21.2100359173571,63.9163210478555
5618.24,267.97044001272,55.19234925616,1.3811,2.909,-6.099,14.043287,14.423086,13.512225,0.379799,83.2060543502503,30.3268489613141
5251.13,139.72585667214,9.80430444436,1.5982,-15.576,-4.931,14.771106,15.26111,14.137773,0.490004000000001,221.446283103725,37.1423500831282
5653.08,290.26703502981,39.64733512835,1.5843,6.857,17.155,13.914898,14.246863,13.422068,0.331964999999999,71.6960864815774,11.6887297081994
4299.38,179.25839896832,4.10294343078,3.2081,47.672,-19.939,14.343878,14.998497,13.576942,0.654619,271.137355164855,63.5647226208127
4985.05,106.09555704939,13.46570944421,0.2276,-0.842,-0.783,13.257751,13.756272,12.615992,0.498520999999998,202.303251094383,8.91916139341202
4013.54,5.86901163026,44.37152390111,0.3444,0.642,-6.106,12.236871,13.070219,11.355689,0.833347999999999,117.677072558295,-18.2147392397134
5307.92,31.1715913385,41.50226095466,1.2961,6.37,-9.044,12.310538,12.780478,11.701057,0.469940000000001,137.369817518989,-19.306825003585
6514.31,42.88978016512,17.963955059,0.6821,10.347,-9.217,13.968343,14.284199,13.485051,0.315855999999998,159.150311622713,-36.3218752440172
5015.08,283.27816690523,43.32548448579,1.8706,-16.721,-38.701,14.489565,14.990238,13.847104,0.500672999999999,73.055593608911,17.9470854452543
4714.61,300.73602537102,46.96495164323,0.4887,-2.362,-6.649,12.173944,12.919944,11.350067,0.745999999999999,81.8896185829167,8.44459868023012
5278.3,54.86596958123,23.89480143605,7.285,21.197,-45.392,11.309817,11.790186,10.707335,0.480369,165.322751599356,-24.8308583821161
5957.07,11.70645843585,28.49705877567,1.0961,-5.658,-7.572,13.948952,14.276577,13.461128,0.327624999999999,121.704339502794,-34.3636979023714
6083.65,153.51981811559,54.45451808254,0.7392,-3.185,-3.061,14.037739,14.323304,13.600874,0.285565,158.302855309872,50.4587344851883
5781.89,217.36699235924,13.00123986276,2.5257,11.185,-3.318,12.567172,12.91359,12.081322,0.346418,6.14560486527528,63.0788823147317
5709.69,63.49478522446,4.39893853298,0.6765,12.749,-7.702,15.987962,16.624601,15.217006,0.636638999999999,188.10504148103,-31.8597396311693
5406.05,180.55195885398,30.77089748387,1.1464,-14.443,5.899,15.520103,15.924125,14.946921,0.404021999999999,191.325596397086,78.6389100074214
6067.85,131.64249939809,55.7873316789,1.1695,-3.147,-0.101,14.325949,14.657754,13.827941,0.331805000000001,161.749421390646,38.1719177349139
7166.22,291.20868746378,39.4943403085,0.3229,0.552,-1.022,14.024535,14.241902,13.667075,0.217366999999999,71.879839264698,10.9691365468446
5740.74,71.42527798608,43.15751269518,1.2211,-1.89,-5.458,13.957698,14.583548,13.183085,0.62585,161.441072540512,-1.52925718981873
6466.52,19.20481154322,43.46357239185,1.938,1.449,-9.484,11.660244,11.920994,11.25736,0.26075,127.803659720908,-19.1679579252362
3886.85,38.63067775419,39.40763185301,6.7481,73.217,26.319,14.023374,14.904551,13.112428,0.881176999999999,143.776695404048,-19.2553869625244
6117.85,231.36756155652,24.18213533059,1.5802,-6.862,1.068,12.77361,13.07971,12.30554,0.306100000000001,36.8667358034535,55.2964542766856
5368.02,136.21459862873,-0.57677789786,1.5634,-1.055,1.209,14.178192,14.614661,13.588491,0.436469000000001,230.201348145541,28.9944029093381
6183.45,147.14626997884,-6.99608358612,1.2334,-7.349,8.949,13.8194,14.130107,13.329829,0.310707000000001,243.783349161847,34.1435339549352
5847.51,27.98186292754,18.405576713,2.3918,50.683,-42.556,12.685492,13.026752,12.190182,0.34126,142.440680043764,-42.1632297140848
5780.18,175.46531237406,54.96962764954,0.7109,5.211,-13.006,14.463865,14.766758,13.996478,0.302892999999999,142.641669954331,59.4158233226405
4989.58,15.07248201522,43.07410738163,2.229,-6.707,-5.938,14.599456,15.097803,13.953421,0.498347000000001,124.649513242423,-19.7681194541503
4676.31,227.53566100541,27.49753377236,1.8791,-42.024,12.695,15.145737,15.70777,14.411696,0.562033,41.7497549815953,59.2894437115942
5709.2,124.27231087502,-2.34375293364,1.6847,-8.126,-4.516,13.460156,13.81124,12.955242,0.351084,225.226875687533,17.8184791720011
4085.8,89.90124678569,29.95568462207,2.7662,6.809,-5.395,15.187817,16.01583,14.28194,0.828013,180.670039555831,3.13996046423694
4426.24,324.62374043945,38.78547159268,0.5754,-3.749,-5.004,10.932344,11.691855,10.113642,0.759511,86.7260659358576,-10.162958406897
5161.6,312.33801173411,29.92402800061,0.4635,1.341,-2.618,13.843501,14.372094,13.173807,0.528593000000001,73.1698185108823,-8.74905931406699
4337.48,87.22040917949,32.84662521804,0.3399,-0.19,-2.231,11.662948,12.531149,10.771176,0.868200999999999,177.015300838219,2.62272101896362
5738.92,146.84201319737,29.91607510155,2.1562,5.698,12.098,13.13603,13.475276,12.641117,0.339245999999999,197.735820512742,49.7387663049453
5270.16,43.67497988303,28.91449125156,0.9883,2.858,-13.197,15.804269,16.359146,15.108865,0.554876999999999,153.046525340147,-26.6532490553415
4779.39,276.00423348016,50.55884413237,2.5614,0.72,14.112,14.27806,14.808899,13.612085,0.530839,78.9138083463494,24.8113863372752
4902.98,1.78163222417,37.28282277672,0.6786,16.462,4.672,12.641303,13.176989,11.966458,0.535686,113.240165603241,-24.7536132507188
6296.86,57.66803145915,28.40380394131,1.2903,-3.828,-4.081,13.359071,13.723043,12.834763,0.363972,164.139759968101,-19.7855489190389
6221.13,119.91903612088,25.83612761707,0.3393,-0.491,-1.145,14.830738,15.102231,14.397347,0.271493,195.664776860515,25.7033234877112
6919.77,290.96004174531,46.7745137037,0.5533,-1.908,-5.446,13.744432,13.964016,13.386058,0.219584000000001,78.5368002757772,14.2628064410951
5949.78,291.37500805251,45.94460195504,1.9098,2.411,8.505,11.975451,12.293475,11.51258,0.318024000000001,77.8847606803929,13.6542436052495
6169,344.92873503036,-32.01964245545,5.8635,12.715,-1.457,9.413369,9.638382,9.090124,0.225013000000001,14.767363460539,-65.2932775220651
7266.18,91.47944131299,59.5912889125,0.5329,-0.687,-2.41,14.007156,14.215798,13.65517,0.208641999999999,154.326561688117,17.7202767077146
4195.28,118.93995513257,18.13624136287,2.7868,6.903,-21.567,14.757916,15.47334,13.949579,0.715424000000001,203.175769394044,22.0988550469564
6424.14,135.77266565215,-4.88805760822,0.7835,-10.945,6.34,13.72878,13.99144,13.313245,0.26266,234.028638879735,26.2940395622629
8389.352,252.62451484153,34.19036032538,6.8054,-23.639,-14.932,18.80874,18.852749,18.688602,0.0440089999999991,56.3952777073685,38.8244907124215
5680.54,97.95929854372,27.87009916409,0.9582,3.309,-8.516,14.088058,14.504784,13.519762,0.416726000000001,185.844472065802,8.39247680575264
5019.19,212.21796897705,-3.09464289751,2.9597,13.739,-5.451,13.49003,13.994145,12.837668,0.504114999999999,337.654010490122,54.4718311495549
4851.1,58.58520996354,-75.32297828116,0.9633,2.386,7.153,10.825284,11.404011,10.134635,0.578727000000001,289.843465384944,-36.7641408197798
5503.37,119.34831606463,39.65665986898,0.9315,-5.938,-19.413,14.924254,15.298648,14.389224,0.374394000000001,180.540269117137,29.043774718062
6497.49,267.33639706964,6.65875625349,1.2442,4.228,6.734,13.365808,13.658049,12.906103,0.292241000000001,31.8537560836612,16.825133984735
4825.96,56.67504680057,20.04290109662,2.8324,46.553,29.18,14.561936,15.183226,13.811377,0.62129,169.575789890505,-26.5526971026504
5438.935,21.15491650921,6.73206107434,0.9938,19.068,-4.617,15.44668,15.873297,14.866288,0.426617,137.472156386251,-55.2001744248797
6334.97,142.06790260128,28.03017934077,1.2153,-8.925,-3.799,12.692762,12.94094,12.295776,0.248177999999999,199.463799013299,45.3074163995771
5669.38,258.05461577473,22.77465955745,0.7495,-12.059,-0.845,14.315347,14.673911,13.798035,0.358564000000001,44.2907976663763,31.3846120413578
4904.78,90.09568055221,2.56364438579,0.2372,-0.055,0.391,15.330281,16.218264,14.391465,0.887983000000002,204.729128533931,-10.1388713979929
4982.24,277.47652387157,49.95510078555,1.0544,1.62,-6.582,11.946226,12.469936,11.294201,0.523710000000001,78.5184034785596,23.7528101017987
5880.522,154.87338575852,36.5242239475,2.7777,5.357,-0.686,11.472018,11.715367,10.948758,0.243349,186.964574151142,56.62374818293
5315.22,137.02936159958,27.94702418212,0.5504,-0.133,-14.963,13.744741,14.12889,13.19084,0.384149000000001,198.296767490285,40.9398594930802
4382.337,205.68033240984,17.72082012418,1.7662,10.239,-6.476,15.531938,16.241436,14.713953,0.709498,357.100355669039,74.8873748530453
4262,296.98436014372,-35.887437208,0.3986,4.106,-1.569,11.828879,12.641227,10.964801,0.812348,4.15294788463468,-26.3117835153814
6084.17,180.47097936145,14.92394654727,6.02,-51.024,3.992,10.178624,10.47692,9.75035,0.298296000000001,257.067355340319,73.2112008983689
4680.08,129.80598812051,13.08006945068,1.4277,-7.641,-6.889,16.032854,16.648205,15.289065,0.615351,212.92244021527,29.7381269724608
5948.61,61.77678669729,36.27012631236,0.4794,1.797,-1.338,15.980294,16.585445,15.228413,0.605150999999999,161.282560388164,-11.6406996769305
4502.568,187.03459369994,-2.76299086616,3.9545,-17.769,14.176,13.893975,14.558157,13.12157,0.664182,291.381196921957,59.5852117238609
4594.83,115.58889744829,21.46073312442,0.9796,6.318,-9.621,13.723577,14.292634,13.034667,0.569056999999999,198.589748696314,20.4468128975964
5617.17,301.24515876821,43.59875929482,0.7119,-3.684,1.145,15.653764,16.115189,15.04235,0.461425,79.1824668846091,6.3821701267414
5754.25,81.00187485997,32.28132090987,3.816,-3.678,-23.606,11.984701,12.371875,11.445864,0.387174,174.669743179822,-2.09746289019896
5632.86,170.75229634422,16.09972648114,0.5916,5.282,-6.937,15.643674,15.951964,15.145911,0.30829,236.680580881104,66.7320647324978
4807.86,105.65663525898,6.4030317861,0.302,-0.269,-1.809,13.265412,13.952871,12.479806,0.687459,208.488033585221,5.39449477483319
5841.47,340.95913779073,37.27229018239,0.722,-2.653,-5.247,15.568248,15.952366,15.015012,0.384117999999999,96.52940786224,-18.9724415761393
5941.62,237.69949763153,22.07529321176,0.5581,-15.423,2.584,15.335751,15.664603,14.832398,0.328851999999999,35.9851705621294,49.1284040841221
6006.12,175.44704867811,7.57496093047,1.569,-14.307,5.699,12.758456,13.07285,12.289976,0.314394,259.558019504045,64.4093729980739
4469.79,288.39308164187,25.63282402717,2.7378,1.603,14.845,14.613974,15.296958,13.82357,0.682983999999999,58.2560631280289,6.8854447315413
6438.41,104.83187218177,48.98792999017,1.1897,-5.614,-8.924,12.026547,12.305484,11.598551,0.278936999999999,167.695636641984,21.3567135002362
4986.56,289.27507935568,43.52284787363,0.2392,-3.116,-11.985,13.952997,14.433826,13.318994,0.480829,74.9773581974281,13.9987969688797
7450.97,53.72904278494,51.84364070728,1.225,2.097,-5.572,13.023237,13.412426,12.473822,0.389189,146.818093005726,-3.28137114905844
5922.28,330.7232542402,29.09914646016,0.3822,-6.372,-7.849,15.615351,15.954981,15.115522,0.33963,84.1001570349045,-20.7882421872756
4409.05,189.0535034341,14.08585565002,2.9605,-16.436,11.181,14.624262,15.268122,13.868009,0.64386,286.943361992176,76.4827383570716
4453.65,48.90273452169,6.24072569285,2.0709,10.624,-8.186,15.729236,16.530691,14.874631,0.801455000000001,174.552071395818,-41.7427835234578
4539.211,39.26656585593,55.27802266774,0.3017,0.124,0.604,12.943449,13.795841,12.049341,0.852392,137.653624020949,-4.545622719875
7325.64,86.26086876266,13.93128719352,0.4236,0.703,0.716,14.983687,15.405354,14.385361,0.421667000000001,192.814760421126,-7.87303702682799
5800.82,71.65412346443,10.97361452363,0.9334,-2.26,-7.61,14.399934,15.011821,13.648344,0.611886999999999,187.385305323289,-21.4616241460302
4990.2,357.63404622287,-23.31892158073,1.1343,8.951,-13.548,11.925172,12.480836,11.250039,0.555664,45.0403738970939,-75.7204422190916
5593.68,116.34065886585,14.3312407383,3.9803,-17.632,-14.968,10.559732,10.948519,10.034364,0.388786999999999,205.835069115782,18.2938888378351
4721.895,304.45318105997,19.6475762016,0.8041,-3.233,2.014,14.557654,15.143645,13.837514,0.585991,60.5057385118335,-8.92542618624311
4627.299,15.26957626095,39.85093153689,0.2794,-3.036,-5.206,13.608496,14.219013,12.879071,0.610517,124.941544054016,-22.9831986796338
5299.47,83.21128760686,10.48065983259,2.6758,38.863,-6.944,13.30811,13.738499,12.725773,0.430389,194.276291271832,-12.1994419862273
6274.91,238.52876347112,-2.53009286448,0.8962,-13.357,-15.188,15.027398,15.404477,14.471624,0.377079,6.34714211592827,36.9549870883955
5962.92,147.6434714303,39.61584192041,1.1504,-15.872,4.057,13.254243,13.556125,12.794012,0.301881999999999,182.589170456657,50.6879395354336
5518.15,114.01421670489,39.2735253296,0.5806,1.802,-5.115,16.034132,16.406399,15.485482,0.372267000000001,179.833167472867,24.9568636372472
6098.88,127.62019328372,0.34493475723,0.9325,-3.53,5.638,13.745571,14.043291,13.28742,0.29772,224.484838675164,22.0547038016412
5968.06,50.71306229568,7.28699199432,1.5008,14.139,0.216,14.117229,14.581154,13.490259,0.463925,175.257544632039,-39.7326184139662
6325.64,96.1902935338,26.75365553745,1.3237,4.76,-4.347,13.0351,13.315226,12.586023,0.280125999999999,186.136501290029,6.48643989666613
5606.09,113.05858200356,43.77187100076,1.513,-1.705,-3.691,14.379504,14.766969,13.836256,0.387464999999999,174.825478335549,25.4193302345891
5786.7,133.33395387381,21.46007050979,0.4331,-3.837,-9.231,16.338034,16.64168,15.870832,0.303646000000001,205.096314578091,35.9368120183452
